bas1,h,m,s,star,az,el,delay1,delay2
D/E1W1P15B65,7,39,49.0,#20278,201.912927802,52.882107373,17.789849674,47.999983932
D/E1W1P15B65,7,39,49.0,#20278,201.912927802,52.882107373,17.789849674,47.999983932
D/E1W1P15B65,7,39,50.0,#20278,201.919512565,52.880817967,17.769270586,47.999983932
D/E1W1P15B65,7,39,50.0,#20278,201.919512565,52.880817967,17.769270586,47.999983932
D/E1W1P15B65,7,49,16.0,#22984,198.166417333,53.736678372,29.894447659,47.999983932
D/E1W1P15B65,7,49,17.0,#22984,198.173241529,53.735601129,29.87354264,47.999983932
D/E1W1P15B65,7,49,18.0,#22984,198.18006537,53.734523496,29.852650039,47.999983932
D/E1W1P15B65,7,49,19.0,#22984,198.186888864,53.733445471,29.831746095,47.999983932
D/S2W2P35B23,7,57,43.0,#19908,207.560740256,47.860504286,38.000074118,8.857655406
D/E1W1P15B65,8,0,17.0,#25150,195.266710423,51.060487036,31.469585569,47.999983932
D/E1W1P15B65,8,0,18.0,#25150,195.273184641,51.059577225,31.448586792,47.999983932
D/E1W1P15B65,8,0,19.0,#25150,195.279658598,51.058667038,31.427576738,47.999983932
D/E1W1P15B65,8,0,21.0,#25150,195.292605723,51.056845534,31.385581732,47.999983932
D/E1W1P15B65,8,10,58.0,#22984,206.723977287,52.016893091,3.171700585,47.999983932
D/E1W1P15B65,8,10,58.0,#22984,206.723977287,52.016893091,3.171700585,47.999983932
D/E1W1P15B65,8,11,0.0,#22984,206.736579816,52.013785456,3.131461409,47.999983932
D/E1W1P15B65,8,11,0.0,#22984,206.736579816,52.013785456,3.131461409,47.999983932
D/S2W2P35B23,8,15,14.0,#20680,212.687770097,48.011175365,38.000074118,17.344099467
D/E1W1P15B65,8,23,1.0,#20278,217.52706674,48.422929679,6.775078876,87.999970541
D/E1W1P15B65,8,23,2.0,#20278,217.532504775,48.420825268,6.756412289,87.999970541
D/E1W1P15B65,8,23,3.0,#20278,217.537942353,48.418720598,6.737746584,87.999970541
D/E1W1P15B65,8,23,3.0,#20278,217.537942353,48.418720598,6.737746584,87.999970541
D/S2W2P35B23,8,29,34.0,#22117,213.486590193,46.858189608,38.000074121,17.154534408
D/E1W1P15B65,8,36,24.0,#5233,324.339229863,46.998468105,37.509048318,19.999993305
D/E1W1P15B65,8,36,25.0,#5233,324.338570286,46.996454145,37.503974462,19.999993305
D/E1W1P15B65,8,36,26.0,#5233,324.337910945,46.994440151,37.498901309,19.999993305
D/E1W1P15B65,8,36,26.0,#5233,324.337910945,46.994440151,37.498901309,19.999993305
D/S2W2P35B23,8,41,40.0,#19908,221.371530875,42.688987493,38.00007412,27.137772549
D/E1W1P15B65,8,49,35.0,#13484,338.843570477,48.075654103,84.75445147,13.999995313
D/E1W1P15B65,8,49,37.0,#13484,338.84109574,48.073160365,84.744486083,13.999995313
D/E1W1P15B65,8,49,37.0,#13484,338.84109574,48.073160365,84.744486083,13.999995313
D/E1W1P15B65,8,49,38.0,#13484,338.839858653,48.071913392,84.739504069,13.999995313
D/E1W1P15B65,8,58,59.0,#9196,326.352171182,47.320051889,39.047132818,13.999995313
D/E1W1P15B65,8,59,0.0,#9196,326.351402696,47.318137756,39.042052814,13.999995313
D/E1W1P15B65,8,59,0.0,#9196,326.351402696,47.318137756,39.042052814,13.999995313
D/E1W1P15B65,8,59,1.0,#9196,326.350634446,47.316223583,39.036961783,13.999995313
D/S2W2P35B23,9,5,3.0,#81711,139.26276452,41.876152488,76.000148242,1.500642367
D/S2W2P35B23,9,7,54.0,#81711,140.071038737,42.25849043,76.000148242,1.630231691
D/E1W1P15B65,9,8,49.0,#5233,323.475883915,43.033955134,23.008663674,13.999995313
D/E1W1P15B65,9,8,50.0,#5233,323.475642205,43.03189912,23.005012063,13.999995313
D/E1W1P15B65,9,8,50.0,#5233,323.475642205,43.03189912,23.005012063,13.999995313
D/E1W1P15B65,9,8,51.0,#5233,323.47540069,43.029843095,23.001377404,13.999995313
D/E1W1P15B65,9,18,10.0,#9196,325.618819732,45.094359887,33.63787406,13.999995313
D/E1W1P15B65,9,18,11.0,#9196,325.618309421,45.092409111,33.63357244,13.999995313
D/E1W1P15B65,9,18,12.0,#9196,325.617799322,45.090458308,33.629271517,13.999995313
D/E1W1P15B65,9,18,12.0,#9196,325.617799322,45.090458308,33.629260862,13.999995313
D/S2W2P35B23,9,24,2.0,#91654,138.083478453,41.101993817,76.000148242,0.967934129
D/E1W1P15B65,9,29,29.0,#5233,323.319813564,40.478411411,19.064863814,13.999995313
D/E1W1P15B65,9,29,30.0,#5233,323.319799258,40.476347849,19.062159084,13.999995313
D/E1W1P15B65,9,29,40.0,#5233,323.319665705,40.455712196,19.035079486,13.999995313
D/E1W1P15B65,9,29,46.0,#5233,323.319593865,40.443330774,19.018879208,13.999995313
D/S2W2P35B23,9,39,43.0,#85996,149.548178542,40.562250199,82.000159948,-1.143028982
D/E1W1P15B65,9,40,3.0,#9196,325.124240771,42.515014457,28.601494941,13.999995313
D/E1W1P15B65,9,40,3.0,#9196,325.124240771,42.515014457,28.601494941,13.999995313
D/E1W1P15B65,9,40,4.0,#9196,325.123992556,42.513039149,28.598131252,13.999995313
D/E1W1P15B65,9,40,5.0,#9196,325.123744529,42.511063829,28.59476829,13.999995313
D/E1W1P15B65,9,51,4.0,#5233,323.440658512,37.80845626,16.215318157,13.999995313
D/E1W1P15B65,9,51,5.0,#5233,323.440855573,37.806398552,16.213645789,13.999995313
D/E1W1P15B65,9,51,6.0,#5233,323.441052788,37.804340853,16.211969009,13.999995313
D/E1W1P15B65,9,51,7.0,#5233,323.441250157,37.802283163,16.210278205,13.999995313
D/S2W2P35B23,9,52,24.0,#81711,154.058087341,47.289746769,82.000159948,11.888054958
D/S2W2P35B23,10,5,4.0,#91654,150.465867889,46.080192633,82.000159951,10.092109856
D/S2W2P35B23,10,13,52.0,#85996,160.160974996,43.576045618,82.000159951,3.263097499
D/E1W1P15B65,10,15,38.0,#62428,187.946204065,59.315938548,63.436415621,41.99998594
D/E1W1P15B65,10,15,39.0,#62428,187.954319836,59.315460741,63.414850609,41.99998594
D/E1W1P15B65,10,15,39.0,#62428,187.954319836,59.315460741,63.414838913,41.99998594
D/E1W1P15B65,10,15,40.0,#62428,187.962435389,59.314982448,63.393274245,41.99998594
D/S2W2P35B23,10,24,25.0,#81711,165.613320764,49.583295668,82.000159951,17.480856982
D/E1W1P15B65,10,26,51.0,#62882,190.2527928,50.441978376,39.272788628,41.99998594
D/E1W1P15B65,10,26,52.0,#62882,190.259257985,50.441363306,39.251486249,41.99998594
D/E1W1P15B65,10,26,52.0,#62882,190.259257985,50.441363306,39.251499506,41.99998594
D/E1W1P15B65,10,26,53.0,#62882,190.265722996,50.440747852,39.230197552,41.99998594
D/S2W2P35B23,10,32,42.0,#91654,160.003841105,48.483577058,82.000159951,14.180455306
D/E1W1P15B65,10,40,38.0,#65926,193.128179455,56.257785375,43.405958966,41.999985939
D/E1W1P15B65,10,40,38.0,#65926,193.128179455,56.257785375,43.405958966,41.999985939
D/E1W1P15B65,10,40,39.0,#65926,193.135565735,56.25700053,43.38465948,41.999985939
D/E1W1P15B65,10,40,41.0,#65926,193.150337401,56.255429537,43.34206182,41.999985939
D/S2W2P35B23,10,41,35.0,#85996,169.494101442,45.082191016,82.000159951,8.558646501
D/S2W2P35B23,10,51,20.0,#81711,175.989584569,50.477137462,82.000159954,23.734087328
D/E1W1P15B65,10,54,50.0,#62428,206.018187148,56.925816194,13.95189404,41.999985939
D/E1W1P15B65,10,54,51.0,#62428,206.025303754,56.924300649,13.931483693,41.999985939
D/E1W1P15B65,10,54,52.0,#62428,206.03241979,56.922784719,13.91107398,41.999985939
D/E1W1P15B65,10,54,52.0,#62428,206.03241979,56.922784719,13.91107398,41.999985939
D/S2W2P35B23,11,4,38.0,#91654,171.986083312,50.090071661,82.000159954,20.807216032
D/E1W1P15B65,11,6,24.0,#65926,204.110458487,54.54827637,11.079095019,41.999985939
D/E1W1P15B65,11,6,24.0,#65926,204.110458487,54.54827637,11.079095019,41.999985939
D/E1W1P15B65,11,6,25.0,#65926,204.117236711,54.546865017,11.058618991,41.999985939
D/E1W1P15B65,11,6,26.0,#65926,204.124014466,54.545453292,11.038128084,41.999985939
D/S2W2P35B23,11,11,44.0,#85996,180.061070196,45.652300993,82.000159954,15.971786672
D/S2W2P35B23,11,19,6.0,#81711,186.872755648,50.333033374,82.000159957,31.573158527
D/E1W1P15B65,11,21,24.0,#62882,210.01256802,46.520438547,18.476816133,87.999970539
D/E1W1P15B65,11,21,24.0,#62882,210.01256802,46.520438547,18.476816133,87.999970539
D/E1W1P15B65,11,21,25.0,#62882,210.018072304,46.51871048,18.457496197,87.999970539
D/E1W1P15B65,11,21,26.0,#62882,210.023576219,46.516982127,18.438177054,87.999970539
D/E1W1P15B65,11,32,19.0,#65926,214.058458999,51.932096847,26.053342882,87.999970539
D/E1W1P15B65,11,32,20.0,#65926,214.064462957,51.930162027,26.033957344,87.999970539
D/E1W1P15B65,11,32,21.0,#65926,214.070466406,51.928226906,26.014572578,87.999970539
D/E1W1P15B65,11,32,21.0,#65926,214.070466406,51.928226906,26.014572578,87.999970539
D/E1W1P15B65,11,45,16.0,#62428,224.863041424,50.825271906,1.522759653,87.999970539
D/E1W1P15B65,11,45,17.0,#62428,224.868396088,50.822834916,1.504709037,87.999970539
D/E1W1P15B65,11,45,18.0,#62428,224.873750215,50.820397696,1.486659342,87.999970539
D/E1W1P15B65,11,45,18.0,#62428,224.873750215,50.820397696,1.486659342,87.999970539
D/E1W1P15B65,11,58,47.0,#86627,199.121940443,52.860183444,65.079140485,87.999970539
D/E1W1P15B65,11,58,47.0,#86627,199.121940443,52.860183444,65.079152546,87.999970539
D/E1W1P15B65,11,58,48.0,#86627,199.128599725,52.859051619,65.058354399,87.999970539
D/E1W1P15B65,11,58,49.0,#86627,199.135258652,52.857919416,65.037556822,87.999970539
D/S2W2P35B23,11,59,54.0,#136006,75.867500832,53.561731626,24.000046817,61.325570503
D/E1W1P15B65,12,12,33.0,#91654,198.126792438,48.831540259,57.809952795,87.999970539
D/E1W1P15B65,12,12,34.0,#91654,198.132896712,48.830465306,57.78930276,87.999970539
D/E1W1P15B65,12,12,34.0,#91654,198.132896712,48.830465306,57.78930276,87.999970539
D/E1W1P15B65,12,12,35.0,#91654,198.139000709,48.829390005,57.768653305,87.999970539
D/E1W1P15B65,12,22,12.0,#88341,204.52010924,47.688141487,36.522750677,87.999970539
D/E1W1P15B65,12,22,12.0,#88341,204.52010924,47.688141487,36.522750677,87.999970539
D/E1W1P15B65,12,22,13.0,#88341,204.525911737,47.686707654,36.502755496,87.999970539
D/E1W1P15B65,12,22,13.0,#88341,204.525911737,47.686707654,36.502755496,87.999970539
D/S2W2P35B23,12,26,24.0,#136006,77.729349218,58.909251518,24.000046818,59.991613348
D/E1W1P15B65,12,32,52.0,#86627,211.915317198,49.807110434,23.867995442,87.999970538
D/E1W1P15B65,12,32,53.0,#86627,211.921137774,49.805283994,23.848564247,87.999970538
D/E1W1P15B65,12,32,53.0,#86627,211.921137774,49.805283994,23.848564247,87.999970538
D/E1W1P15B65,12,32,54.0,#86627,211.92695791,49.803457256,23.829133817,87.999970538
D/S2W2P35B23,12,34,51.0,#135585,70.301787979,61.667472527,24.000046818,71.971573106
D/S2W2P35B23,12,39,52.0,#135585,70.34631188,62.64658536,24.000046818,71.963800594
D/E1W1P15B65,12,48,18.0,#107950,222.717302662,80.110016226,78.221205578,35.999987948
D/E1W1P15B65,12,48,18.0,#107950,222.717302662,80.110016226,78.221205578,35.999987948
D/E1W1P15B65,12,48,19.0,#107950,222.734206485,80.107672364,78.202201719,35.999987948
D/E1W1P15B65,12,48,20.0,#107950,222.751102825,80.105327753,78.183187262,35.999987948
D/S2W2P35B23,12,54,57.0,#140904,75.536991497,56.964465263,24.000046818,62.896479448
D/E1W1P15B65,13,6,54.0,#118691,178.840171916,77.190275661,69.96598152,0.0
D/E1W1P15B65,13,6,55.0,#118691,178.857712131,77.190345058,69.945573649,0.0
D/E1W1P15B65,13,6,55.0,#118691,178.857712131,77.190345058,69.945573649,0.0
D/E1W1P15B65,13,6,56.0,#118691,178.875252524,77.190413399,69.925165999,0.0
D/S2W2P35B23,13,11,3.0,#135585,69.875157802,68.72921259,24.000046818,72.863456775
D/E1W1P15B65,13,17,46.0,#113860,227.315790849,80.007583159,39.670839158,0.0
D/E1W1P15B65,13,17,46.0,#113860,227.315790849,80.007583159,39.670839158,0.0
D/E1W1P15B65,13,17,47.0,#113860,227.331429734,80.005043411,39.651983608,0.0
D/E1W1P15B65,13,17,48.0,#113860,227.347061231,80.002503025,39.633128491,0.0
D/S2W2P35B23,13,17,56.0,#136006,80.921596604,69.406454816,24.000046818,60.948052842
D/E1W1P15B65,13,26,49.0,#118691,199.193105815,76.53543917,45.76816569,0.0
D/E1W1P15B65,13,26,50.0,#118691,199.209081035,76.53430303,45.748100707,0.0
D/E1W1P15B65,13,26,51.0,#118691,199.225053728,76.53316598,45.728036088,0.0
D/E1W1P15B65,13,26,51.0,#118691,199.225053728,76.53316598,45.728036088,0.0
D/E1W1P15B65,13,35,37.0,#119242,220.057484156,81.474298835,49.720403663,0.0
D/E1W1P15B65,13,35,37.0,#119242,220.057484156,81.474298835,49.720403663,0.0
D/E1W1P15B65,13,35,38.0,#119242,220.077467161,81.472075194,49.701416129,0.0
D/E1W1P15B65,13,35,38.0,#119242,220.077467161,81.472075194,49.701416129,0.0
D/S2W2P35B23,13,36,7.0,#140904,77.777041525,65.268098151,24.000046818,62.53592002
D/E1W1P15B65,13,45,35.0,#113860,245.733671183,75.159381916,8.863775968,0.0
D/E1W1P15B65,13,45,36.0,#113860,245.741377913,75.156232516,8.845760629,0.0
D/E1W1P15B65,13,45,37.0,#113860,245.749081857,75.153082925,8.827745874,0.0
D/E1W1P15B65,13,45,37.0,#113860,245.749081857,75.153082925,8.827745874,0.0
D/S2W2P35B23,13,47,55.0,#135585,66.096543055,75.834310742,24.000046818,76.009001144
D/S2W2P35B23,13,54,21.0,#136006,82.459322653,76.876760733,24.000046819,64.425122609
D/E1W1P15B65,13,55,47.0,#119242,238.265680286,78.283008508,27.045702441,0.0
D/E1W1P15B65,13,55,47.0,#119242,238.265680286,78.283008508,27.045702441,0.0
D/E1W1P15B65,13,55,48.0,#119242,238.276788753,78.28007027,27.027235658,0.0
D/E1W1P15B65,13,55,50.0,#119242,238.298990697,78.274192734,26.990315929,0.0
D/S1E1P31B13,3,46,58.0,#196165,214.258520422,79.683370464,76.682160599,70.983314163
D/S1W1P35B12,3,46,58.0,#196165,214.258520422,79.683370464,76.682160599,25.999991331
D/E1W1P15B32,3,46,58.0,#196165,214.258520422,79.683370464,70.983314163,25.999991331
D/S1E1P31B13,3,47,33.0,#196165,214.885848239,79.614760903,76.247581668,70.307955887
D/S1W1P35B12,3,47,33.0,#196165,214.885848239,79.614760903,76.247581668,25.999991331
D/E1W1P15B32,3,47,33.0,#196165,214.885848239,79.614760903,70.307955887,25.999991331
D/S1E1P31B13,3,47,35.0,#196165,214.921459958,79.610807555,76.222727929,70.269378697
D/S1W1P35B12,3,47,35.0,#196165,214.921459958,79.610807555,76.222727929,25.999991331
D/E1W1P15B32,3,47,35.0,#196165,214.921459958,79.610807555,70.269378697,25.999991331
D/S1E1P31B13,3,47,56.0,#196165,215.293849057,79.569085666,75.96165656,69.864421319
D/S1W1P35B12,3,47,56.0,#196165,215.293849057,79.569085666,75.96165656,25.999991331
D/E1W1P15B32,3,47,56.0,#196165,215.293849057,79.569085666,69.864421319,25.999991331
D/S1E1P31B13,4,6,4.0,#194818,232.380608853,75.658712011,60.509324789,41.971040316
D/S1W1P35B12,4,6,4.0,#194818,232.380608853,75.658712011,60.509324789,25.999991331
D/E1W1P15B32,4,6,4.0,#194818,232.380608853,75.658712011,41.971040316,25.999991331
D/S1E1P31B13,4,6,12.0,#194818,232.465276357,75.636809358,60.403865008,41.821084001
D/S1W1P35B12,4,6,12.0,#194818,232.465276357,75.636809358,60.403865008,25.999991331
D/E1W1P15B32,4,6,12.0,#194818,232.465276357,75.636809358,41.821084001,25.999991331
D/S1E1P31B13,4,6,17.0,#194818,232.518076219,75.623107574,60.33793173,41.727374519
D/S1W1P35B12,4,6,17.0,#194818,232.518076219,75.623107574,60.33793173,25.999991331
D/E1W1P15B32,4,6,17.0,#194818,232.518076219,75.623107574,41.727374519,25.999991331
D/S1E1P31B13,4,6,22.0,#194818,232.570786061,75.609396113,60.271986838,41.633671713
D/S1W1P35B12,4,6,22.0,#194818,232.570786061,75.609396113,60.271986838,25.999991331
D/E1W1P15B32,4,6,22.0,#194818,232.570786061,75.609396113,41.633671713,25.999991331
D/S1E1P31B13,4,23,28.0,#196165,241.29588169,73.975513504,48.358716563,29.804779331
D/S1W1P35B12,4,23,28.0,#196165,241.29588169,73.975513504,48.358716563,25.999991331
D/E1W1P15B32,4,23,28.0,#196165,241.29588169,73.975513504,29.804779331,25.999991331
D/S1E1P31B13,4,23,30.0,#196165,241.31213018,73.969453018,48.331909358,29.768350613
D/S1W1P35B12,4,23,30.0,#196165,241.31213018,73.969453018,48.331909358,25.999991331
D/E1W1P15B32,4,23,30.0,#196165,241.31213018,73.969453018,29.768350613,25.999991331
D/S1E1P31B13,4,23,31.0,#196165,241.320250459,73.966422421,48.318499591,29.750128638
D/S1W1P35B12,4,23,31.0,#196165,241.320250459,73.966422421,48.318499591,25.999991331
D/E1W1P15B32,4,23,31.0,#196165,241.320250459,73.966422421,29.750128638,25.999991331
D/S1E1P31B13,4,23,33.0,#196165,241.336483082,73.960360525,48.291690116,29.713681198
D/S1W1P35B12,4,23,33.0,#196165,241.336483082,73.960360525,48.291690116,25.999991331
D/E1W1P15B32,4,23,33.0,#196165,241.336483082,73.960360525,29.713681198,25.999991331
D/S1E1P31B13,4,40,59.0,#194818,248.635965367,69.328306387,56.055126493,28.012315391
D/S1W1P35B12,4,40,59.0,#194818,248.635965367,69.328306387,56.055126493,49.999983328
D/E1W1P15B32,4,40,59.0,#194818,248.635965367,69.328306387,28.012315391,49.999983328
D/S1E1P31B13,4,41,1.0,#194818,248.647333366,69.321871835,56.027265623,27.97749945
D/S1W1P35B12,4,41,1.0,#194818,248.647333366,69.321871835,56.027265623,49.999983328
D/E1W1P15B32,4,41,1.0,#194818,248.647333366,69.321871835,27.97749945,49.999983328
D/S1E1P31B13,4,41,2.0,#194818,248.65301525,69.318654371,56.013334762,27.960090542
D/S1W1P35B12,4,41,2.0,#194818,248.65301525,69.318654371,56.013334762,49.999983328
D/E1W1P15B32,4,41,2.0,#194818,248.65301525,69.318654371,27.960090542,49.999983328
D/S1E1P31B13,4,41,3.0,#194818,248.658695718,69.315436784,55.999403629,27.942673956
D/S1W1P35B12,4,41,3.0,#194818,248.658695718,69.315436784,55.999403629,49.999983328
D/E1W1P15B32,4,41,3.0,#194818,248.658695718,69.315436784,27.942673956,49.999983328
D/S1E1P31B13,4,58,13.0,#196165,254.009026156,67.299092931,43.699826217,17.258862859
D/S1W1P35B12,4,58,13.0,#196165,254.009026156,67.299092931,43.699826217,49.999983328
D/E1W1P15B32,4,58,13.0,#196165,254.009026156,67.299092931,17.258862859,49.999983328
D/S1E1P31B13,4,58,15.0,#196165,254.018274067,67.292451059,43.671757418,17.22533491
D/S1W1P35B12,4,58,15.0,#196165,254.018274067,67.292451059,43.671757418,49.999983328
D/E1W1P15B32,4,58,15.0,#196165,254.018274067,67.292451059,17.22533491,49.999983328
D/S1E1P31B13,4,58,17.0,#196165,254.027517935,67.285808883,43.643677345,17.191810154
D/S1W1P35B12,4,58,17.0,#196165,254.027517935,67.285808883,43.643677345,49.999983328
D/E1W1P15B32,4,58,17.0,#196165,254.027517935,67.285808883,17.191810154,49.999983328
D/S1E1P31B13,4,58,19.0,#196165,254.036757764,67.2791664,43.61560675,17.158288582
D/S1W1P35B12,4,58,19.0,#196165,254.036757764,67.2791664,43.61560675,49.999983328
D/E1W1P15B32,4,58,19.0,#196165,254.036757764,67.2791664,17.158288582,49.999983328
D/S1E1P31B13,5,18,54.0,#196372,256.881403674,62.811512279,67.822055772,33.098861838
D/S1W1P35B12,5,18,54.0,#196372,256.881403674,62.811512279,67.822055772,87.999970658
D/E1W1P15B32,5,18,54.0,#196372,256.881403674,62.811512279,33.098861838,87.999970658
D/S1E1P31B13,5,18,55.0,#196372,256.885279739,62.808147876,67.807677305,33.08297806
D/S1W1P35B12,5,18,55.0,#196372,256.885279739,62.808147876,67.807677305,87.999970658
D/E1W1P15B32,5,18,55.0,#196372,256.885279739,62.808147876,33.08297806,87.999970658
D/S1E1P31B13,5,18,57.0,#196372,256.893029877,62.801418912,67.778933577,33.051204953
D/S1W1P35B12,5,18,57.0,#196372,256.893029877,62.801418912,67.778933577,87.999970658
D/E1W1P15B32,5,18,57.0,#196372,256.893029877,62.801418912,33.051204953,87.999970658
D/S1E1P31B13,5,18,58.0,#196372,256.89690395,62.798054351,67.764561513,33.035312909
D/S1W1P35B12,5,18,58.0,#196372,256.89690395,62.798054351,67.764561513,87.999970658
D/E1W1P15B32,5,18,58.0,#196372,256.89690395,62.798054351,33.035312909,87.999970658
D/S1E1P31B13,5,34,57.0,#194818,262.064262084,58.498220646,47.898695212,13.96022034
D/S1W1P35B12,5,34,57.0,#194818,262.064262084,58.498220646,47.898695212,87.999970658
D/E1W1P15B32,5,34,57.0,#194818,262.064262084,58.498220646,13.96022034,87.999970658
D/S1E1P31B13,5,34,58.0,#194818,262.067390136,58.494799182,47.884243595,13.945638829
D/S1W1P35B12,5,34,58.0,#194818,262.067390136,58.494799182,47.884243595,87.999970658
D/E1W1P15B32,5,34,58.0,#194818,262.067390136,58.494799182,13.945638829,87.999970658
D/S1E1P31B13,5,35,0.0,#194818,262.073645011,58.487956179,47.855350969,13.916473104
D/S1W1P35B12,5,35,0.0,#194818,262.073645011,58.487956179,47.855350969,87.999970658
D/E1W1P15B32,5,35,0.0,#194818,262.073645011,58.487956179,13.916473104,87.999970658
D/S1E1P31B13,5,35,1.0,#194818,262.076771834,58.48453464,47.840904607,13.901894635
D/S1W1P35B12,5,35,1.0,#194818,262.076771834,58.48453464,47.840904607,87.999970658
D/E1W1P15B32,5,35,1.0,#194818,262.076771834,58.48453464,13.901894635,87.999970658
D/S1E1P31B13,5,50,8.0,#196372,263.201682666,56.43574139,40.733108882,5.013802831
D/S1W1P35B12,5,50,8.0,#196372,263.201682666,56.43574139,40.733108882,87.999970658
D/E1W1P15B32,5,50,8.0,#196372,263.201682666,56.43574139,5.013802831,87.999970658
D/S1E1P31B13,5,50,9.0,#196372,263.204648828,56.432311136,40.718622319,4.999760836
D/S1W1P35B12,5,50,9.0,#196372,263.204648828,56.432311136,40.718622319,87.999970658
D/E1W1P15B32,5,50,9.0,#196372,263.204648828,56.432311136,4.999760836,87.999970658
D/S1E1P31B13,5,50,11.0,#196372,263.210580108,56.425450565,40.689635451,4.971680024
D/S1W1P35B12,5,50,11.0,#196372,263.210580108,56.425450565,40.689635451,87.999970658
D/E1W1P15B32,5,50,11.0,#196372,263.210580108,56.425450565,4.971680024,87.999970658
D/S1E1P31B13,5,50,12.0,#196372,263.213545227,56.422020247,40.675142024,4.957641198
D/S1W1P35B12,5,50,12.0,#196372,263.213545227,56.422020247,40.675142024,87.999970658
D/E1W1P15B32,5,50,12.0,#196372,263.213545227,56.422020247,4.957641198,87.999970658
D/S1E1P11B13,6,34,3.0,#237752,313.239596055,68.510027675,19.856055715,42.590171365
D/S1W1P15B12,6,34,3.0,#237752,313.239596055,68.510027675,19.856055715,11.999995999
D/E1W1P15B32,6,34,3.0,#237752,313.239596055,68.510027675,42.590171365,11.999995999
D/S1E1P11B13,6,34,7.0,#237752,313.224962107,68.499960013,19.813809496,42.538755492
D/S1W1P15B12,6,34,7.0,#237752,313.224962107,68.499960013,19.813809496,11.999995999
D/E1W1P15B32,6,34,7.0,#237752,313.224962107,68.499960013,42.538755492,11.999995999
D/S1E1P11B13,6,34,8.0,#237752,313.221306577,68.497442721,19.803247477,42.525899428
D/S1W1P15B12,6,34,8.0,#237752,313.221306577,68.497442721,19.803247477,11.999995999
D/E1W1P15B32,6,34,8.0,#237752,313.221306577,68.497442721,42.525899428,11.999995999
D/S1E1P11B13,6,34,9.0,#237752,313.217652225,68.494925276,19.792685264,42.513043938
D/S1W1P15B12,6,34,9.0,#237752,313.217652225,68.494925276,19.792685264,11.999995999
D/E1W1P15B32,6,34,9.0,#237752,313.217652225,68.494925276,42.513043938,11.999995999
D/S1E1P11B13,6,46,0.0,#249051,327.875241734,67.785886596,16.35607181,68.546736505
D/S1W1P15B12,6,46,0.0,#249051,327.875241734,67.785886596,16.35607181,11.999995999
D/E1W1P15B32,6,46,0.0,#249051,327.875241734,67.785886596,68.546736505,11.999995999
D/S1E1P11B13,6,46,1.0,#249051,327.870428311,67.784049473,16.346678668,68.534600849
D/S1W1P15B12,6,46,1.0,#249051,327.870428311,67.784049473,16.346678668,11.999995999
D/E1W1P15B32,6,46,1.0,#249051,327.870428311,67.784049473,68.534600849,11.999995999
D/S1E1P11B13,6,46,2.0,#249051,327.865615919,67.782212102,16.3372784,68.522458385
D/S1W1P15B12,6,46,2.0,#249051,327.865615919,67.782212102,16.3372784,11.999995999
D/E1W1P15B32,6,46,2.0,#249051,327.865615919,67.782212102,68.522458385,11.999995999
D/S1E1P11B13,6,46,3.0,#249051,327.860804562,67.780374486,16.327896253,68.510316388
D/S1W1P15B12,6,46,3.0,#249051,327.860804562,67.780374486,16.327896253,11.999995999
D/E1W1P15B32,6,46,3.0,#249051,327.860804562,67.780374486,68.510316388,11.999995999
D/S1E1P11B13,7,2,57.0,#237752,308.408976451,63.96263265,67.309714585,87.225093308
D/S1W1P15B12,7,2,57.0,#237752,308.408976451,63.96263265,67.309714585,77.999973992
D/E1W1P15B32,7,2,57.0,#237752,308.408976451,63.96263265,87.225093308,77.999973992
D/S1E1P11B13,7,3,0.0,#237752,308.402850501,63.954511426,67.277318721,87.189843729
D/S1W1P15B12,7,3,0.0,#237752,308.402850501,63.954511426,67.277318721,77.999973992
D/E1W1P15B32,7,3,0.0,#237752,308.402850501,63.954511426,87.189843729,77.999973992
D/S1E1P11B13,7,3,2.0,#237752,308.398770149,63.949096893,67.255722412,87.166347474
D/S1W1P15B12,7,3,2.0,#237752,308.398770149,63.949096893,67.255722412,77.999973992
D/E1W1P15B32,7,3,2.0,#237752,308.398770149,63.949096893,87.166347474,77.999973992
D/S1E1P11B13,7,3,3.0,#237752,308.396731059,63.946389513,67.244920335,87.154600397
D/S1W1P15B12,7,3,3.0,#237752,308.396731059,63.946389513,67.244920335,77.999973992
D/E1W1P15B32,7,3,3.0,#237752,308.396731059,63.946389513,87.154600397,77.999973992
D/S1E1P11B13,7,17,32.0,#249051,320.469807214,63.937739883,38.258983387,86.476356077
D/S1W1P15B12,7,17,32.0,#249051,320.469807214,63.937739883,38.258983387,51.999982661
D/E1W1P15B32,7,17,32.0,#249051,320.469807214,63.937739883,86.476356077,51.999982661
D/S1E1P11B13,7,17,33.0,#249051,320.466709731,63.93554105,38.24927134,86.465199358
D/S1W1P15B12,7,17,33.0,#249051,320.466709731,63.93554105,38.24927134,51.999982661
D/E1W1P15B32,7,17,33.0,#249051,320.466709731,63.93554105,86.465199358,51.999982661
D/S1E1P11B13,7,17,34.0,#249051,320.463613022,63.933342075,38.239551796,86.454042341
D/S1W1P15B12,7,17,34.0,#249051,320.463613022,63.933342075,38.239551796,51.999982661
D/E1W1P15B32,7,17,34.0,#249051,320.463613022,63.933342075,86.454042341,51.999982661
D/S1E1P11B13,7,17,35.0,#249051,320.460517083,63.931142954,38.229839502,86.442887219
