bas1,h,m,s,star,az,el,delay1,delay2
D/S1E1P51B56,5,30,27.0,#15586,154.540239986,41.613011871,42.430469985,0.0
D/S1E1P51B56,5,30,27.0,#15586,154.540239986,41.613011871,42.430469985,0.0
D/S1E1P51B56,5,30,29.0,#15586,154.550481504,41.615981357,42.455752125,0.0
D/S1E1P51B56,5,42,11.0,#16672,155.558004547,42.391271611,43.652895231,0.0
D/S1E1P51B56,5,42,11.0,#16672,155.558004547,42.391271611,43.652864476,0.0
D/S1E1P51B56,5,42,12.0,#16672,155.563225525,42.392700853,43.665344711,0.0
D/S1E1P51B56,5,42,12.0,#16672,155.563225525,42.392700853,43.665344711,0.0
D/S2W1P21B23,5,43,20.0,#42593,88.881484628,40.81040603,88.000171658,3.96758434
D/S2W2P25B21,5,43,20.0,#42593,88.881484628,40.81040603,88.000171658,55.331676589
D/W1W2P15B31,5,43,20.0,#42593,88.881484628,40.81040603,3.96758434,55.331676589
D/S1E1P51B56,5,53,3.0,#18727,154.435116472,42.277387933,40.425748864,0.0
D/S1E1P51B56,5,53,4.0,#18727,154.4403,42.278878534,40.43838335,0.0
D/S1E1P51B56,5,53,4.0,#18727,154.4403,42.278878534,40.43838335,0.0
D/S1E1P51B56,5,53,5.0,#18727,154.445483796,42.280368852,40.451017164,0.0
D/S1E1P51B56,6,0,56.0,#16672,161.589893892,43.811918546,57.265509879,0.0
D/S1E1P51B56,6,0,56.0,#16672,161.589893892,43.811918546,57.265509879,0.0
D/S1E1P51B56,6,0,57.0,#16672,161.595388546,43.813009384,57.277201469,0.0
D/S1E1P51B56,6,0,57.0,#16672,161.595388546,43.813009384,57.277201469,0.0
D/S1E1P51B56,6,10,10.0,#15586,167.411287873,44.304882974,70.521819287,0.0
D/S1E1P51B56,6,10,10.0,#15586,167.411287873,44.304882974,70.521808477,0.0
D/S1E1P51B56,6,10,11.0,#15586,167.416928611,44.305635725,70.532689298,0.0
D/S1E1P51B56,6,10,11.0,#15586,167.416928611,44.305635725,70.532689298,0.0
D/S2W1P21B23,6,13,56.0,#45230,90.32462642,45.314196547,88.000171659,8.947150931
D/S2W2P25B21,6,13,56.0,#45230,90.32462642,45.314196547,88.000171659,55.603271574
D/W1W2P15B31,6,13,56.0,#45230,90.32462642,45.314196547,8.947150931,55.603271574
D/S1E1P51B56,6,22,31.0,#16672,168.870903481,44.953575745,71.755743207,0.0
D/S1E1P51B56,6,22,31.0,#16672,168.870903481,44.953575745,71.755743207,0.0
D/S1E1P51B56,6,22,32.0,#16672,168.876637635,44.954242368,71.766414008,0.0
D/S1E1P51B56,6,22,32.0,#16672,168.876637635,44.954242368,71.766414008,0.0
D/S1E1P51B56,6,32,18.0,#18727,167.316501723,44.951123361,68.197548628,0.0
D/S1E1P51B56,6,32,18.0,#18727,167.316501723,44.951123361,68.197548628,0.0
D/S1E1P51B56,6,32,24.0,#18727,167.350791636,44.95566827,68.262893639,0.0
D/S1E1P51B56,6,32,26.0,#18727,167.362222921,44.95718055,68.28465469,0.0
D/S1E1P51B56,6,42,14.0,#16672,175.736517368,45.501396617,83.786419028,0.0
D/S1E1P51B56,6,42,15.0,#16672,175.742373199,45.501653261,83.796102249,0.0
D/S1E1P51B56,6,42,15.0,#16672,175.742373199,45.501653261,83.79613865,0.0
D/S1E1P51B56,6,42,16.0,#16672,175.748229092,45.501909552,83.805792714,0.0
D/S1E1P51B56,6,51,21.0,#18727,173.938700886,45.594710566,80.104105365,0.0
D/S1E1P51B56,6,51,22.0,#18727,173.944558215,45.595075162,80.114055967,0.0
D/S1E1P51B56,6,51,22.0,#18727,173.944558215,45.595075162,80.114055967,0.0
D/S1E1P51B56,6,51,23.0,#18727,173.950415627,45.595439406,80.1239836,0.0
D/S1E1P51B56,7,4,52.0,#55018,120.741165819,33.402506562,4.144588437,87.99997054
D/S1E1P51B56,7,4,52.0,#55018,120.741165819,33.402506562,4.144597188,87.99997054
D/S1E1P51B56,7,4,55.0,#55018,120.751710322,33.411413416,4.191433905,87.99997054
D/S1E1P51B56,7,4,56.0,#55018,120.755225657,33.414382149,4.207045785,87.99997054
D/S1E1P51B56,7,14,56.0,#56317,121.113312665,35.245703505,5.151468521,87.99997054
D/S1E1P51B56,7,14,57.0,#56317,121.116924163,35.248661031,5.167037107,87.99997054
D/S1E1P51B56,7,14,57.0,#56317,121.116924163,35.248661031,5.167037107,87.99997054
D/S1E1P51B56,7,14,58.0,#56317,121.120535929,35.251618443,5.182589447,87.99997054
D/S1E1P51B56,7,24,21.0,#51556,130.151473663,36.054240787,45.783567459,87.99997054
D/S1E1P51B56,7,24,22.0,#51556,130.155445422,36.056881151,45.798668469,87.99997054
D/S1E1P51B56,7,24,22.0,#51556,130.155445422,36.056881151,45.798651402,87.99997054
D/S1E1P51B56,7,24,24.0,#51556,130.163389809,36.062161414,45.828809909,87.99997054
D/S1E1P51B56,7,38,0.0,#55018,128.272401201,39.06416824,34.727723935,87.99997054
D/S1E1P51B56,7,38,0.0,#55018,128.272401201,39.06416824,34.727723935,87.99997054
D/S1E1P51B56,7,38,2.0,#55018,128.280575251,39.069592057,34.757923663,87.99997054
D/S1E1P51B56,7,38,2.0,#55018,128.280575251,39.069592057,34.757923663,87.99997054
D/S1E1P51B56,7,49,20.0,#51556,136.446821525,39.824657221,68.014089447,87.99997054
D/S1E1P51B56,7,49,20.0,#51556,136.446821525,39.824657221,68.014089447,87.99997054
D/S1E1P51B56,7,49,21.0,#51556,136.451259454,39.827037386,68.028618612,87.99997054
D/S1E1P51B56,7,49,21.0,#51556,136.451259454,39.827037386,68.028618612,87.99997054
D/S1E1P51B56,8,0,28.0,#56317,132.121858759,42.82891221,46.59471503,87.99997054
D/S1E1P51B56,8,0,29.0,#56317,132.126356678,42.831474411,46.609399917,87.99997054
D/S1E1P51B56,8,0,30.0,#56317,132.130854976,42.83403643,46.624084376,87.99997054
D/S1E1P51B56,8,0,32.0,#56317,132.139852706,42.839159921,46.653469506,87.99997054
D/S1E1P51B56,8,10,11.0,#51556,142.263349707,42.640967608,85.820964063,87.99997054
D/S1E1P51B56,8,10,11.0,#51556,142.263349707,42.640967608,85.820964063,87.99997054
D/S1E1P51B56,8,10,12.0,#51556,142.268215654,42.643081777,85.834882884,87.99997054
D/S1E1P51B56,8,10,12.0,#51556,142.268215654,42.643081777,85.834882884,87.99997054
D/S1E1P51B56,8,18,0.0,#55018,139.099148678,45.068288124,69.811017002,87.99997054
D/S1E1P51B56,8,18,1.0,#55018,139.1041162,45.07054987,69.825077857,87.99997054
D/S1E1P51B56,8,18,2.0,#55018,139.109084122,45.072811388,69.839128754,87.99997054
D/S1E1P51B56,8,18,2.0,#55018,139.109084122,45.072811388,69.839128754,87.99997054
D/S1E1P51B56,8,29,5.0,#55018,142.492585673,46.520609296,3.041791832,11.999995983
D/S1E1P51B56,8,29,5.0,#55018,142.492585673,46.520609296,3.041791832,11.999995983
D/S1E1P51B56,8,29,6.0,#55018,142.497825731,46.522712507,3.055487048,11.999995983
D/S1E1P51B56,8,29,7.0,#55018,142.503066209,46.524815469,3.069181698,11.999995983
D/S1E1P51B56,8,39,43.0,#51556,151.441250273,45.992850423,33.578822717,11.999995983
D/S1E1P51B56,8,39,45.0,#51556,151.452233429,45.99615278,33.604537186,11.999995983
D/S1E1P51B56,8,39,45.0,#51556,151.452233429,45.99615278,33.604549575,11.999995983
D/S1E1P51B56,8,39,46.0,#51556,151.457725522,45.997803522,33.617405814,11.999995983
D/S1E1P51B56,8,49,54.0,#56317,147.26939851,49.479576547,11.942755007,11.999995983
D/S1E1P51B56,8,49,54.0,#56317,147.26939851,49.479576547,11.942755007,11.999995983
D/S1E1P51B56,8,49,55.0,#56317,147.275148802,49.481444229,11.955841887,11.999995983
D/S1E1P51B56,8,49,56.0,#56317,147.280899537,49.483311619,11.968939382,11.999995983
D/S1E1P51B56,9,2,30.0,#62428,141.028965518,53.235295086,6.186660857,33.999988618
D/S1E1P51B56,9,2,30.0,#62428,141.028965518,53.235295086,6.186641314,33.999988618
D/S1E1P51B56,9,2,31.0,#62428,141.034910575,53.237467594,6.199927611,33.999988618
D/S1E1P51B56,9,2,32.0,#62428,141.040856214,53.239639822,6.213219159,33.999988618
D/S1E1P51B56,9,9,47.0,#62428,143.683167614,54.157418556,11.940073192,33.999988617
D/S1E1P51B56,9,9,47.0,#62428,143.683167614,54.157418556,11.940073192,33.999988617
D/S1E1P51B56,9,9,48.0,#62428,143.689371294,54.159464348,11.953099081,33.999988617
D/S1E1P51B56,9,9,49.0,#62428,143.695575574,54.16150984,11.966109773,33.999988617
D/S1E1P51B56,9,19,41.0,#62882,152.687447424,47.320921229,55.898838605,33.999988618
D/S1E1P51B56,9,19,41.0,#62882,152.687447424,47.320921229,55.898817506,33.999988618
D/S1E1P51B56,9,19,42.0,#62882,152.693126325,47.322506166,55.911482602,33.999988618
D/S1E1P51B56,9,19,43.0,#62882,152.698805586,47.324090799,55.924132757,33.999988618
D/S1E1P51B56,9,30,0.0,#65926,148.67106213,52.764902328,29.668566744,33.999988618
D/S1E1P51B56,9,30,1.0,#65926,148.67729504,52.766698351,29.681299548,33.999988618
D/S1E1P51B56,9,30,1.0,#65926,148.67729504,52.766698351,29.681299548,33.999988618
D/S1E1P51B56,9,30,2.0,#65926,148.683528465,52.768494053,29.694031676,33.999988618
D/S1E1P51B56,9,36,26.0,#65926,151.114655148,53.433860117,34.532287044,33.999988617
D/S1E1P51B56,9,36,27.0,#65926,151.121083258,53.435528686,34.544733458,33.999988617
D/S1E1P51B56,9,36,27.0,#65926,151.121083258,53.435528686,34.544733458,33.999988617
D/S1E1P51B56,9,36,28.0,#65926,151.127511864,53.437196915,34.557211184,33.999988617
D/S1E1P51B56,9,46,15.0,#62428,158.66846037,57.817852171,38.769620189,33.999988618
D/S1E1P51B56,9,46,15.0,#62428,158.66846037,57.817852171,38.769589581,33.999988618
D/S1E1P51B56,9,46,16.0,#62428,158.675924042,57.819108595,38.781035368,33.999988618
D/S1E1P51B56,9,46,16.0,#62428,158.675924042,57.819108595,38.781035368,33.999988618
D/S1E1P51B56,10,9,48.0,#62428,169.659152303,59.153434816,20.124879411,0.0
D/S1E1P51B56,10,9,49.0,#62428,169.667192827,59.154054678,20.135147409,0.0
D/S1E1P51B56,10,9,50.0,#62428,169.675233641,59.154674063,20.145403105,0.0
D/S1E1P51B56,10,9,50.0,#62428,169.675233641,59.154674063,20.145403105,0.0
D/S1E1P51B56,10,20,47.0,#65926,169.789843135,56.532069454,30.989453188,0.0
D/S1E1P51B56,10,20,48.0,#65926,169.797336082,56.532681578,30.99979685,0.0
D/S1E1P51B56,10,20,49.0,#65926,169.804829275,56.533293258,31.010119811,0.0
D/S1E1P51B56,10,20,49.0,#65926,169.804829275,56.533293258,31.010108287,0.0
D/S1E1P51B56,10,29,11.0,#62882,178.78751021,50.919236959,68.006908754,0.0
D/S1E1P51B56,10,29,12.0,#62882,178.79411299,50.919309858,68.016186396,0.0
D/S1E1P51B56,10,29,12.0,#62882,178.79411299,50.919309858,68.016186396,0.0
D/S1E1P51B56,10,29,13.0,#62882,178.800715787,50.919382359,68.025446472,0.0
D/S1E1P51B56,10,37,51.0,#65926,177.558265776,56.922360432,41.126205799,0.0
D/S1E1P51B56,10,37,51.0,#65926,177.558265776,56.922360432,41.126188245,0.0
D/S1E1P51B56,10,37,52.0,#65926,177.565914753,56.922507376,41.135602856,0.0
D/S1E1P51B56,10,37,53.0,#65926,177.573563795,56.922653859,41.145036606,0.0
D/S1E1P51B56,10,46,37.0,#62428,187.718460525,59.329358891,40.582176619,0.0
D/S1E1P51B56,10,46,38.0,#62428,187.726582538,59.328894686,40.590390206,0.0
D/S1E1P51B56,10,46,38.0,#62428,187.726582538,59.328894686,40.590390206,0.0
D/S1E1P51B56,10,46,39.0,#62428,187.734704333,59.328429996,40.598614938,0.0
D/S1E1P51B56,10,59,10.0,#109906,139.2749561,40.51232704,6.209965055,15.999994644
D/S1E1P51B56,10,59,10.0,#109906,139.2749561,40.51232704,6.209965055,15.999994644
D/S1E1P51B56,10,59,11.0,#109906,139.279543238,40.514580771,6.224236219,15.999994644
D/S1E1P51B56,10,59,12.0,#109906,139.284130709,40.516834292,6.238506904,15.999994644
D/S1E1P51B56,11,11,34.0,#115750,138.008110449,35.753994543,8.203002518,15.999994644
D/S1E1P51B56,11,11,35.0,#115750,138.012309228,35.756305613,8.217524363,15.999994644
D/S1E1P51B56,11,11,36.0,#115750,138.016508289,35.758616496,8.232073216,15.999994644
D/S1E1P51B56,11,11,37.0,#115750,138.020707626,35.76092719,8.246594236,15.999994644
D/S1E1P51B56,11,22,20.0,#113518,145.354414182,36.018008515,37.686262697,15.999994644
D/S1E1P51B56,11,22,21.0,#113518,145.358830506,36.019972298,37.700060197,15.999994644
D/S1E1P51B56,11,22,22.0,#113518,145.363247088,36.021935862,37.713836747,15.999994644
D/S1E1P51B56,11,22,22.0,#113518,145.363247088,36.021935862,37.713836747,15.999994644
D/S1E1P51B56,11,33,37.0,#109906,149.482477131,44.677968481,34.574455179,15.999994644
D/S1E1P51B56,11,33,38.0,#109906,149.487770023,44.679722557,34.58759114,15.999994644
D/S1E1P51B56,11,33,38.0,#109906,149.487770023,44.679722557,34.58759114,15.999994644
D/S1E1P51B56,11,33,40.0,#109906,149.498356834,44.683229887,34.613831963,15.999994644
D/S1E1P51B56,11,52,16.0,#113518,153.700090599,39.168005994,61.585844617,15.999994644
D/S1E1P51B56,11,52,16.0,#113518,153.700090599,39.168005994,61.585844617,15.999994644
D/S1E1P51B56,11,52,17.0,#113518,153.704963648,39.169536457,61.598622688,15.999994644
D/S1E1P51B56,11,52,17.0,#113518,153.704963648,39.169536457,61.598622688,15.999994644
D/S1E1P51B56,11,59,52.0,#115750,151.38716998,41.555234478,48.252025983,15.999994644
D/S1E1P51B56,11,59,53.0,#115750,151.392208404,41.556888677,48.265039643,15.999994644
D/S1E1P51B56,11,59,53.0,#115750,151.392208404,41.556888677,48.265030026,15.999994644
D/S1E1P51B56,11,59,54.0,#115750,151.397247109,41.558542609,48.278032916,15.999994644
D/S1E1P51B56,12,8,26.0,#113518,158.538084107,40.525141259,73.674217301,15.999994644
D/S1E1P51B56,12,8,27.0,#113518,158.543182525,40.526405066,73.686365404,15.999994644
D/S1E1P51B56,12,8,28.0,#113518,158.548281164,40.527668588,73.698499913,15.999994644
D/S1E1P51B56,12,8,29.0,#113518,158.553380023,40.528931823,73.710644646,15.999994644
D/S1E1P51B56,12,17,17.0,#109906,164.438474756,48.235142465,66.586869,15.999994644
D/S1E1P51B56,12,17,18.0,#109906,164.444551524,48.236069044,66.598090757,15.999994644
D/S1E1P51B56,12,17,19.0,#109906,164.450628524,48.236995271,66.609321155,15.999994644
D/S1E1P51B56,12,17,19.0,#109906,164.450628524,48.236995271,66.609311971,15.999994644
D/S1E1P51B56,12,34,47.0,#113518,166.847280639,42.152092059,75.950875744,0.0
D/S1E1P51B56,12,34,48.0,#113518,166.852675803,42.152877968,75.961834622,0.0
D/S1E1P51B56,12,34,48.0,#113518,166.852675803,42.152877968,75.961834622,0.0
D/S1E1P51B56,12,34,49.0,#113518,166.858071114,42.153663559,75.972792701,0.0
D/S1E1P51B56,12,44,36.0,#115750,165.851326683,44.948698943,64.71513926,0.0
D/S1E1P51B56,12,44,36.0,#115750,165.851326683,44.948698943,64.71513926,0.0
D/S1E1P51B56,12,44,37.0,#115750,165.857020522,44.949543196,64.726237715,0.0
D/S1E1P51B56,12,44,38.0,#115750,165.862714539,44.950387116,64.737323693,0.0
D/S1E1P51B56,12,53,56.0,#113518,173.131646725,42.842603857,86.006185705,-1.99999933
D/S1E1P51B56,12,53,56.0,#113518,173.131646725,42.842603857,86.006185705,-1.99999933
D/S1E1P51B56,12,53,57.0,#113518,173.137177482,42.843016811,86.016197408,-1.99999933
D/S1E1P51B56,12,53,58.0,#113518,173.142708325,42.843429435,86.026208262,-1.99999933
D/S1E1P51B56,13,3,53.0,#109906,182.020947016,49.381122029,76.67900088,-1.99999933
D/S1E1P51B56,13,3,54.0,#109906,182.027322278,49.381000012,76.687794313,-1.99999933
D/S1E1P51B56,13,3,55.0,#109906,182.033697512,49.380877611,76.696577206,-1.99999933
